No.,Time,Source,Destination,Protocol,Length,Info,Class
3048,20.8956,Static,Local,TCP,60,ACK,browsing
3053,20.902572,Google,Local,TCP,60,ACK,browsing
3054,20.902625,Local,Static,TCP,54,ACK,browsing
3056,20.903193,Static,Local,TCP,60,ACK,browsing
3059,20.909405,Google,Local,TCP,60,ACK,browsing
3061,21.03508,Static,Local,TCP,60,ACK,browsing
3064,21.04079,Local,Static,TCP,54,ACK,browsing
3067,21.041221,Local,Static,TCP,54,ACK,browsing
3070,21.041859,Static,Local,TCP,60,ACK,browsing
3072,21.086958,Google,Local,TCP,60,ACK,browsing
3074,21.092825,Local,Google,TCP,54,ACK,browsing
3077,21.09305,Local,Google,TCP,54,ACK,browsing
3080,21.09365,Local,Google,TCP,54,ACK,browsing
3083,21.09399,Local,Google,TCP,54,ACK,browsing
3084,21.094034,Local,Google,TCP,54,ACK,browsing
3087,21.094761,Local,Google,TCP,54,ACK,browsing
3089,21.095172,Google,Local,TCP,60,ACK,browsing
3093,21.518784,Google,Local,TCP,60,ACK,browsing
3094,21.518784,Google,Local,TCP,60,ACK,browsing
3095,21.518784,Google,Local,TCP,60,ACK,browsing
3097,21.58718,Local,Google,TCP,54,ACK,browsing
3099,21.58722,Local,Google,TCP,54,ACK,browsing
3101,21.588429,Google,Local,TCP,60,ACK,browsing
3102,21.760033,Local,Amazon,TCP,54,TCP Dup ACK,browsing
3103,21.760082,Local,Static,TCP,54,TCP Dup ACK,browsing
3104,21.760296,CDN,Local,TCP,60,TCP Dup ACK,browsing
3105,21.760297,Static,Local,TCP,60,TCP Dup ACK,browsing
3106,21.763981,Local,117.18.237.29,TCP,54,TCP Dup ACK,Unknown
3107,21.764258,117.18.237.29,Local,TCP,60,TCP Dup ACK,Unknown
3108,22.015982,Local,117.18.237.29,TCP,54,TCP Dup ACK,Unknown
3109,22.016013,Local,CDN,TCP,54,TCP Dup ACK,browsing
3110,22.016014,Local,CDN,TCP,54,TCP Dup ACK,browsing
3111,22.016176,117.18.237.29,Local,TCP,60,TCP Dup ACK,Unknown
3112,22.016176,CDN,Local,TCP,60,TCP Dup ACK,browsing
3113,22.016176,CDN,Local,TCP,60,TCP Dup ACK,browsing
3115,22.205786,Static,Local,TCP,60,ACK,browsing
3119,22.265769,Local,Static,TCP,54,ACK,browsing
3121,22.265975,Static,Local,TCP,60,ACK,browsing
3123,22.788411,Google,Local,TCP,60,ACK,browsing
3126,22.793745,Static,Local,TCP,60,ACK,browsing
3127,22.794289,Static,Local,TCP,60,ACK,browsing
3129,22.795746,Google,Local,TCP,60,ACK,browsing
3132,22.800225,Local,Google,TCP,54,ACK,browsing
3134,22.800438,Google,Local,TCP,60,ACK,browsing
3138,22.801075,Local,Static,TCP,54,ACK,browsing
3140,22.801213,Static,Local,TCP,60,ACK,browsing
3143,22.826638,Local,Google,TCP,54,ACK,browsing
3145,22.827016,Google,Local,TCP,60,ACK,browsing
3148,22.850765,Local,Static,TCP,54,ACK,browsing
3150,22.851117,Static,Local,TCP,60,ACK,browsing
3151,23.039994,Local,Amazon,TCP,54,TCP Dup ACK,browsing
3152,23.04003,Local,CDN,TCP,54,TCP Dup ACK,browsing
3153,23.040196,CDN,Local,TCP,60,TCP Dup ACK,browsing
3154,23.040196,CDN,Local,TCP,60,TCP Dup ACK,browsing
3156,23.590639,Google,Local,TCP,60,ACK,browsing
3158,23.59584,Local,Google,TCP,54,ACK,browsing
3160,23.596067,Local,Google,TCP,54,ACK,browsing
3162,23.596125,Local,Google,TCP,54,ACK,browsing
3163,23.596248,Google,Local,TCP,1922,ACK,browsing
3165,23.596299,Local,Google,TCP,54,ACK,browsing
3166,23.596325,Google,Local,TCP,4734,ACK,browsing
3167,23.596334,Local,Google,TCP,54,ACK,browsing
3168,23.596358,Local,Google,TCP,54,ACK,browsing
3170,23.596426,Local,Google,TCP,54,ACK,browsing
3172,23.59658,Local,Google,TCP,54,ACK,browsing
3173,23.596566,Google,Local,TCP,7154,ACK,browsing
3174,23.59662,Local,Google,TCP,54,ACK,browsing
3176,23.596711,Local,Google,TCP,54,ACK,browsing
3178,23.596804,Local,Google,TCP,54,ACK,browsing
3179,23.596878,Google,Local,TCP,474,ACK,browsing
3180,23.596887,Local,Google,TCP,54,ACK,browsing
3182,23.597022,Local,Google,TCP,54,ACK,browsing
3184,23.597163,Local,Google,TCP,54,ACK,browsing
3185,23.59723,Google,Local,TCP,9039,ACK,browsing
3186,23.597252,Local,Google,TCP,54,ACK,browsing
3188,23.5974,Local,Google,TCP,54,ACK,browsing
3190,23.597505,Local,Google,TCP,54,ACK,browsing
3192,23.597548,Local,Google,TCP,54,ACK,browsing
3193,24.319961,Local,Static,TCP,54,TCP Keep Alive,browsing
3194,24.319987,Local,CDN,TCP,54,TCP Dup ACK,browsing
3195,24.32019,Static,Local,TCP,60,TCP Keep Alive,browsing
3196,24.32019,CDN,Local,TCP,60,TCP Dup ACK,browsing
3197,24.324017,Local,Google,TCP,54,ACK,browsing
3198,24.324179,Google,Local,TCP,60,ACK,browsing
3199,25.087944,Local,CDN,TCP,54,TCP Dup ACK,browsing
3200,25.087972,Local,117.18.237.29,TCP,54,TCP Dup ACK,Unknown
3201,25.08798,Local,CDN,TCP,54,TCP Dup ACK,browsing
3202,25.087986,Local,Amazon,TCP,54,TCP Dup ACK,browsing
3203,25.088159,CDN,Local,TCP,60,TCP Dup ACK,browsing
3204,25.088159,117.18.237.29,Local,TCP,60,TCP Dup ACK,Unknown
3205,25.088159,CDN,Local,TCP,60,TCP Dup ACK,browsing
3206,25.088239,CDN,Local,TCP,60,TCP Dup ACK,browsing
3207,25.347999,Local,CDN,TCP,54,TCP Dup ACK,browsing
3208,25.348208,CDN,Local,TCP,60,TCP Dup ACK,browsing
3210,25.591701,Google,Local,TCP,60,ACK,browsing
3211,25.591702,Google,Local,TCP,60,ACK,browsing
3214,25.610346,Local,Google,TCP,54,ACK,browsing
3216,25.610642,Google,Local,TCP,60,ACK,browsing
3218,26.322174,Google,Local,TCP,60,ACK,browsing
3219,26.322174,Google,Local,TCP,60,ACK,browsing
3221,26.323082,Static,Local,TCP,60,ACK,browsing
3223,26.325399,Google,Local,TCP,60,ACK,browsing
3226,26.34206,Local,Google,TCP,54,ACK,browsing
3228,26.342286,Google,Local,TCP,60,ACK,browsing
3231,26.369102,Local,Google,TCP,54,ACK,browsing
3233,26.369405,Google,Local,TCP,60,ACK,browsing
3237,26.377576,Local,Static,TCP,54,ACK,browsing
3239,26.37789,Static,Local,TCP,60,ACK,browsing
3241,26.385102,Static,Local,TCP,60,ACK,browsing
3243,26.393572,Local,Static,TCP,54,ACK,browsing
3245,26.393896,Local,Static,TCP,54,ACK,browsing
3247,26.394843,Static,Local,TCP,60,ACK,browsing
3249,26.411758,Google,Local,TCP,60,ACK,browsing
3251,26.417565,Google,Local,TCP,60,ACK,browsing
3253,26.419834,Google,Local,TCP,60,ACK,browsing
3256,26.421437,Local,Google,TCP,54,ACK,browsing
3258,26.421607,Google,Local,TCP,60,ACK,browsing
3260,26.425633,Local,Google,TCP,54,ACK,browsing
3261,26.425806,Google,Local,TCP,1642,ACK,browsing
3262,26.425819,Local,Google,TCP,54,ACK,browsing
3263,26.425878,Google,Local,TCP,1502,ACK,browsing
3264,26.425886,Local,Google,TCP,54,ACK,browsing
3265,26.426111,Google,Local,TCP,7294,ACK,browsing
3266,26.426125,Local,Google,TCP,54,ACK,browsing
3268,26.426788,Local,Google,TCP,54,ACK,browsing
3269,26.426892,Google,Local,TCP,1502,ACK,browsing
3270,26.426902,Local,Google,TCP,54,ACK,browsing
3271,26.429838,Google,Local,TCP,1502,ACK,browsing
3272,26.42988,Local,Google,TCP,54,ACK,browsing
3273,26.429984,Google,Local,TCP,1474,ACK,browsing
3274,26.429993,Local,Google,TCP,54,ACK,browsing
3275,26.430396,Google,Local,TCP,82,ACK,browsing
3276,26.430409,Local,Google,TCP,54,ACK,browsing
3277,26.430396,Google,Local,TCP,1502,ACK,browsing
3278,26.430426,Local,Google,TCP,54,ACK,browsing
3279,26.430396,Google,Local,TCP,5734,ACK,browsing
3280,26.430435,Local,Google,TCP,54,ACK,browsing
3281,26.430492,Google,Local,TCP,1614,ACK,browsing
3282,26.430501,Local,Google,TCP,54,ACK,browsing
3283,26.430828,Google,Local,TCP,1502,ACK,browsing
3284,26.430842,Local,Google,TCP,54,ACK,browsing
3286,26.431027,Local,Google,TCP,54,ACK,browsing
3287,26.431773,Google,Local,TCP,2950,ACK,browsing
3288,26.431798,Local,Google,TCP,54,ACK,browsing
3290,26.431964,Local,Google,TCP,54,ACK,browsing
3292,26.432911,Google,Local,TCP,60,ACK,browsing
3294,26.43406,Google,Local,TCP,60,ACK,browsing
3296,26.434208,Google,Local,TCP,60,ACK,browsing
3299,26.446967,Google,Local,TCP,60,ACK,browsing
3301,26.558757,Local,Google,TCP,54,ACK,browsing
3302,26.558982,Google,Local,TCP,4314,ACK,browsing
3303,26.558994,Local,Google,TCP,54,ACK,browsing
3304,26.559071,Google,Local,TCP,4314,ACK,browsing
3305,26.559078,Local,Google,TCP,54,ACK,browsing
3307,26.559142,Local,Google,TCP,54,ACK,browsing
3308,26.562351,Google,Local,TCP,1502,ACK,browsing
3309,26.562386,Local,Google,TCP,54,ACK,browsing
3310,26.562352,Google,Local,TCP,1502,ACK,browsing
3311,26.562416,Local,Google,TCP,54,ACK,browsing
3312,26.562656,Google,Local,TCP,4314,ACK,browsing
3313,26.562664,Local,Google,TCP,54,ACK,browsing
3314,26.562722,Google,Local,TCP,1586,ACK,browsing
3315,26.562728,Local,Google,TCP,54,ACK,browsing
3316,26.562722,Google,Local,TCP,2894,ACK,browsing
3317,26.562734,Local,Google,TCP,54,ACK,browsing
3318,26.562783,Google,Local,TCP,1558,ACK,browsing
3319,26.562787,Local,Google,TCP,54,ACK,browsing
3320,26.563388,Google,Local,TCP,1502,ACK,browsing
3321,26.563405,Local,Google,TCP,54,ACK,browsing
3323,26.563688,Local,Google,TCP,54,ACK,browsing
3324,26.563756,Google,Local,TCP,194,ACK,browsing
3325,26.563762,Local,Google,TCP,54,ACK,browsing
3326,26.563756,Google,Local,TCP,1502,ACK,browsing
3327,26.563771,Local,Google,TCP,54,ACK,browsing
3328,26.564323,Google,Local,TCP,1502,ACK,browsing
3329,26.564339,Local,Google,TCP,54,ACK,browsing
3331,26.564438,Local,Google,TCP,54,ACK,browsing
3332,26.564965,Google,Local,TCP,1502,ACK,browsing
3333,26.564978,Local,Google,TCP,54,ACK,browsing
3334,26.565201,Google,Local,TCP,1502,ACK,browsing
3335,26.565855,Local,Google,TCP,54,ACK,browsing
3336,26.565971,Google,Local,TCP,1502,ACK,browsing
3337,26.565986,Local,Google,TCP,54,ACK,browsing
3338,26.566229,Google,Local,TCP,1502,ACK,browsing
3339,26.566245,Local,Google,TCP,54,ACK,browsing
3340,26.566495,Google,Local,TCP,8574,ACK,browsing
3341,26.566552,Google,Local,TCP,1670,ACK,browsing
3342,26.566623,Local,Google,TCP,54,ACK,browsing
3344,26.567267,Local,Google,TCP,54,ACK,browsing
3345,26.56748,Google,Local,TCP,5846,ACK,browsing
3346,26.567489,Local,Google,TCP,54,ACK,browsing
3347,26.567606,Google,Local,TCP,2950,ACK,browsing
3348,26.567614,Local,Google,TCP,54,ACK,browsing
3349,26.56827,Google,Local,TCP,1502,ACK,browsing
3350,26.568294,Local,Google,TCP,54,ACK,browsing
3351,26.568382,Google,Local,TCP,2894,ACK,browsing
3352,26.56839,Local,Google,TCP,54,ACK,browsing
3353,26.568451,Google,Local,TCP,1558,ACK,browsing
3354,26.568456,Local,Google,TCP,54,ACK,browsing
3356,26.56882,Local,Google,TCP,54,ACK,browsing
3357,26.569701,Google,Local,TCP,1502,ACK,browsing
3358,26.569724,Local,Google,TCP,54,ACK,browsing
3359,26.569912,Google,Local,TCP,1502,ACK,browsing
3360,26.56992,Local,Google,TCP,54,ACK,browsing
3362,26.570074,Local,Google,TCP,54,ACK,browsing
3363,26.570123,Google,Local,TCP,250,ACK,browsing
3364,26.570128,Local,Google,TCP,54,ACK,browsing
3369,26.570741,Google,Local,TCP,60,ACK,browsing
3371,26.570741,Google,Local,TCP,60,ACK,browsing
3372,26.570863,Google,Local,TCP,60,ACK,browsing
3374,26.570957,Local,Google,TCP,54,ACK,browsing
3377,26.577687,Local,Static,TCP,74,ACK,browsing
3378,26.583383,Static,Local,TCP,60,ACK,browsing
3379,26.58347,Local,Static,TCP,54,ACK,browsing
3381,26.586121,Static,Local,TCP,60,ACK,browsing
3383,26.592231,Local,Static,TCP,54,ACK,browsing
3385,26.59757,Static,Local,TCP,60,ACK,browsing
3388,26.598138,Static,Local,TCP,60,ACK,browsing
3389,26.598138,Static,Local,TCP,60,ACK,browsing
3391,26.602786,Local,Static,TCP,54,ACK,browsing
3393,26.60332,Static,Local,TCP,60,ACK,browsing
3395,26.604095,Local,Static,TCP,54,ACK,browsing
3397,26.604268,Local,Static,TCP,54,ACK,browsing
3399,26.604643,Local,Static,TCP,54,ACK,browsing
3401,26.605074,Static,Local,TCP,60,ACK,browsing
3404,26.615378,Local,Google,TCP,54,ACK,browsing
3406,26.615676,Google,Local,TCP,60,ACK,browsing
3407,26.623963,Local,Static,TCP,54,TCP Keep Alive,browsing
3408,26.624183,Static,Local,TCP,60,TCP Keep Alive,browsing
3410,26.625488,Google,Local,TCP,60,ACK,browsing
3412,26.684739,Local,Google,TCP,54,ACK,browsing
3414,26.684856,Local,Google,TCP,54,ACK,browsing
3416,26.686257,Local,Google,TCP,54,ACK,browsing
3418,26.686681,Local,Google,TCP,54,ACK,browsing
3419,26.686657,Google,Local,TCP,8742,ACK,browsing
3420,26.686734,Local,Google,TCP,54,ACK,browsing
3421,26.686657,Google,Local,TCP,1502,ACK,browsing
3422,26.686812,Local,Google,TCP,54,ACK,browsing
3424,26.686866,Local,Google,TCP,54,ACK,browsing
3426,26.68773,Local,Google,TCP,54,ACK,browsing
3427,26.687986,Google,Local,TCP,1474,ACK,browsing
3428,26.688002,Local,Google,TCP,54,ACK,browsing
3429,26.688303,Google,Local,TCP,9994,ACK,browsing
3430,26.688326,Local,Google,TCP,54,ACK,browsing
3432,26.688437,Local,Google,TCP,54,ACK,browsing
3433,26.68849,Google,Local,TCP,586,ACK,browsing
3434,26.688535,Local,Google,TCP,54,ACK,browsing
3435,26.688593,Google,Local,TCP,1502,ACK,browsing
3436,26.688601,Local,Google,TCP,54,ACK,browsing
3438,26.688765,Local,Google,TCP,54,ACK,browsing
3440,26.6892,Local,Google,TCP,54,ACK,browsing
3442,26.703672,Google,Local,TCP,60,ACK,browsing
3444,26.707444,Google,Local,TCP,60,ACK,browsing
3446,26.712623,Local,Google,TCP,54,ACK,browsing
3447,26.712534,Google,Local,TCP,1502,ACK,browsing
3448,26.712648,Local,Google,TCP,54,ACK,browsing
3449,26.712731,Google,Local,TCP,5846,ACK,browsing
3450,26.712748,Local,Google,TCP,54,ACK,browsing
3452,26.712905,Local,Google,TCP,54,ACK,browsing
3453,26.712996,Google,Local,TCP,110,ACK,browsing
3454,26.713005,Local,Google,TCP,54,ACK,browsing
3455,26.713077,Google,Local,TCP,2894,ACK,browsing
3456,26.713087,Local,Google,TCP,54,ACK,browsing
3458,26.713163,Local,Google,TCP,54,ACK,browsing
3459,26.714056,Google,Local,TCP,1502,ACK,browsing
3460,26.714089,Local,Google,TCP,54,ACK,browsing
3461,26.714057,Google,Local,TCP,7154,ACK,browsing
3462,26.714115,Local,Google,TCP,54,ACK,browsing
3464,26.714161,Local,Google,TCP,54,ACK,browsing
3466,26.725403,Google,Local,TCP,60,ACK,browsing
3467,26.73553,Local,Google,TCP,74,ACK,browsing
3468,26.739927,Google,Local,TCP,60,ACK,browsing
3469,26.73999,Local,Google,TCP,54,ACK,browsing
3471,26.74261,Google,Local,TCP,60,ACK,browsing
3473,26.747036,Local,Google,TCP,54,ACK,browsing
3475,26.747854,Google,Local,TCP,60,ACK,browsing
3477,26.751614,Google,Local,TCP,60,ACK,browsing
3478,26.751849,Local,Google,TCP,74,ACK,browsing
3479,26.756448,Google,Local,TCP,60,ACK,browsing
3480,26.756518,Local,Google,TCP,54,ACK,browsing
3482,26.764141,Google,Local,TCP,60,ACK,browsing
3484,26.76852,Local,Google,TCP,54,ACK,browsing
3486,26.769264,Google,Local,TCP,60,ACK,browsing
3488,26.771255,Google,Local,TCP,60,ACK,browsing
3490,26.776105,Local,Google,TCP,54,ACK,browsing
3491,26.776291,Google,Local,TCP,4314,ACK,browsing
3492,26.776304,Local,Google,TCP,54,ACK,browsing
3493,26.776368,Google,Local,TCP,1474,ACK,browsing
3494,26.776379,Local,Google,TCP,54,ACK,browsing
3495,26.776461,Google,Local,TCP,5958,ACK,browsing
3496,26.776471,Local,Google,TCP,54,ACK,browsing
3497,26.77655,Google,Local,TCP,1502,ACK,browsing
3498,26.776559,Local,Google,TCP,54,ACK,browsing
3500,26.780029,Local,Google,TCP,54,ACK,browsing
3502,26.811626,Local,Google,TCP,54,ACK,browsing
3504,26.811711,Local,Google,TCP,54,ACK,browsing
3505,26.811928,Google,Local,TCP,7154,ACK,browsing
3506,26.811938,Local,Google,TCP,54,ACK,browsing
3507,26.81205,Google,Local,TCP,3146,ACK,browsing
3508,26.812058,Local,Google,TCP,54,ACK,browsing
3509,26.812129,Google,Local,TCP,1474,ACK,browsing
3510,26.812136,Local,Google,TCP,54,ACK,browsing
3511,26.81218,Google,Local,TCP,82,ACK,browsing
3512,26.812184,Local,Google,TCP,54,ACK,browsing
3513,26.8156,Google,Local,TCP,1502,ACK,browsing
3514,26.815637,Local,Google,TCP,54,ACK,browsing
3516,26.815714,Local,Google,TCP,54,ACK,browsing
3517,26.815772,Google,Local,TCP,1642,ACK,browsing
3518,26.815777,Local,Google,TCP,54,ACK,browsing
3519,26.815994,Google,Local,TCP,1502,ACK,browsing
3520,26.816008,Local,Google,TCP,54,ACK,browsing
3522,26.816255,Local,Google,TCP,54,ACK,browsing
3523,26.816297,Google,Local,TCP,1642,ACK,browsing
3524,26.816308,Local,Google,TCP,54,ACK,browsing
3525,26.816908,Google,Local,TCP,1502,ACK,browsing
3526,26.816928,Local,Google,TCP,54,ACK,browsing
3527,26.817133,Google,Local,TCP,2950,ACK,browsing
3528,26.817155,Local,Google,TCP,54,ACK,browsing
3530,26.817329,Local,Google,TCP,54,ACK,browsing
3532,26.817851,Local,Google,TCP,54,ACK,browsing
3534,26.82085,Local,Google,TCP,54,ACK,browsing
3536,26.825246,Local,Google,TCP,54,ACK,browsing
3537,26.825202,Google,Local,TCP,1474,ACK,browsing
3538,26.82528,Local,Google,TCP,54,ACK,browsing
3540,26.825344,Local,Google,TCP,54,ACK,browsing
3542,26.826759,Local,Google,TCP,54,ACK,browsing
3543,26.826715,Google,Local,TCP,4314,ACK,browsing
3544,26.826786,Local,Google,TCP,54,ACK,browsing
3546,26.826886,Local,Google,TCP,54,ACK,browsing
3547,26.82715,Google,Local,TCP,7154,ACK,browsing
3548,26.827173,Local,Google,TCP,54,ACK,browsing
3550,26.827273,Local,Google,TCP,54,ACK,browsing
3552,26.828185,Local,Google,TCP,54,ACK,browsing
3553,26.828308,Google,Local,TCP,4314,ACK,browsing
3554,26.828318,Local,Google,TCP,54,ACK,browsing
3556,26.828415,Local,Google,TCP,54,ACK,browsing
3558,26.828474,Local,Google,TCP,54,ACK,browsing
3560,26.830475,Local,Google,TCP,54,ACK,browsing
3562,26.830627,Local,Google,TCP,54,ACK,browsing
3564,26.833988,Local,Google,TCP,54,ACK,browsing
3566,26.839469,Local,Google,TCP,54,ACK,browsing
3568,26.839607,Local,Google,TCP,54,ACK,browsing
3570,26.839687,Local,Google,TCP,54,ACK,browsing
3571,26.839758,Google,Local,TCP,1502,ACK,browsing
3572,26.839767,Local,Google,TCP,54,ACK,browsing
3573,26.83985,Google,Local,TCP,4314,ACK,browsing
3574,26.839858,Local,Google,TCP,54,ACK,browsing
3575,26.840033,Google,Local,TCP,5930,ACK,browsing
3576,26.84005,Local,Google,TCP,54,ACK,browsing
3578,26.840064,Local,Google,TCP,54,ACK,browsing
3580,26.840164,Local,Google,TCP,54,ACK,browsing
3582,26.84649,Google,Local,TCP,60,ACK,browsing
3584,26.866648,Google,Local,TCP,60,ACK,browsing
3586,26.870178,Local,Google,TCP,54,ACK,browsing
3588,26.870314,Local,Google,TCP,54,ACK,browsing
3590,26.870448,Local,Google,TCP,54,ACK,browsing
3592,26.917616,Local,Google,TCP,54,ACK,browsing
3594,26.92478,Local,Google,TCP,54,ACK,browsing
3596,26.928092,Local,Google,TCP,54,ACK,browsing
3598,26.935399,Local,Google,TCP,54,ACK,browsing
3600,26.935602,Local,Google,TCP,54,ACK,browsing
3602,26.945972,Local,Google,TCP,54,ACK,browsing
3604,26.998498,Local,Google,TCP,54,ACK,browsing
3606,27.007394,Local,Google,TCP,54,ACK,browsing
3608,27.009504,Local,Google,TCP,54,ACK,browsing
3610,27.017708,Local,Google,TCP,54,ACK,browsing
3612,27.021591,Local,Google,TCP,54,ACK,browsing
3614,27.03146,Local,Google,TCP,54,ACK,browsing
3616,27.085563,Local,Google,TCP,54,ACK,browsing
3618,27.092575,Local,Google,TCP,54,ACK,browsing
3620,27.095645,Local,Google,TCP,54,ACK,browsing
3622,27.10334,Local,Google,TCP,54,ACK,browsing
3624,27.115273,Local,Google,TCP,54,ACK,browsing
3626,27.125779,Local,Google,TCP,54,ACK,browsing
3628,27.147414,Google,Local,TCP,60,ACK,browsing
3630,27.152825,Google,Local,TCP,60,ACK,browsing
3632,27.154186,Google,Local,TCP,60,ACK,browsing
3635,27.157164,Local,Google,TCP,54,ACK,browsing
3637,27.157338,Google,Local,TCP,60,ACK,browsing
3642,27.173045,Google,Local,TCP,60,ACK,browsing
3643,27.173045,Google,Local,TCP,60,ACK,browsing
3644,27.173147,Google,Local,TCP,60,ACK,browsing
3646,27.190402,Google,Local,TCP,60,ACK,browsing
3648,27.195994,Local,Google,TCP,54,ACK,browsing
3651,27.196725,Local,Google,TCP,54,ACK,browsing
3656,27.198399,Local,Google,TCP,54,ACK,browsing
3658,27.198521,Google,Local,TCP,60,ACK,browsing
3659,27.198642,Google,Local,TCP,60,ACK,browsing
3661,27.245997,Local,Google,TCP,54,ACK,browsing
3663,27.246777,Google,Local,TCP,60,ACK,browsing
3665,27.24964,Local,Google,TCP,54,ACK,browsing
3667,27.257795,Local,Google,TCP,54,ACK,browsing
3669,27.260791,Local,Google,TCP,54,ACK,browsing
3671,27.265662,Local,Google,TCP,54,ACK,browsing
3673,27.268238,Local,Google,TCP,54,ACK,browsing
3675,27.277411,Local,Google,TCP,54,ACK,browsing
3677,27.289328,Local,Google,TCP,54,ACK,browsing
3679,27.297977,Local,Google,TCP,54,ACK,browsing
3681,27.300122,Local,Google,TCP,54,ACK,browsing
3683,27.307712,Local,Google,TCP,54,ACK,browsing
3685,27.309232,Google,Local,TCP,60,ACK,browsing
3688,27.31534,Google,Local,TCP,60,ACK,browsing
3690,27.330473,Local,Google,TCP,54,ACK,browsing
3692,27.34125,Local,Google,TCP,54,ACK,browsing
3694,27.394243,Local,Google,TCP,54,ACK,browsing
3696,27.401893,Local,Google,TCP,54,ACK,browsing
3698,27.404644,Local,Google,TCP,54,ACK,browsing
3700,27.410093,Local,Google,TCP,54,ACK,browsing
3702,27.412416,Local,Google,TCP,54,ACK,browsing
3704,27.421078,Local,Google,TCP,54,ACK,browsing
3706,27.484338,Local,Google,TCP,54,ACK,browsing
3708,27.492141,Local,Google,TCP,54,ACK,browsing
3710,27.495302,Local,Google,TCP,54,ACK,browsing
3712,27.503112,Local,Google,TCP,54,ACK,browsing
3714,27.514958,Local,Google,TCP,54,ACK,browsing
3716,27.525885,Local,Google,TCP,54,ACK,browsing
3718,27.61135,Local,Google,TCP,54,ACK,browsing
3720,27.617906,Local,Google,TCP,54,ACK,browsing
3723,27.625721,Local,Google,TCP,54,ACK,browsing
3724,27.625739,Local,Google,TCP,54,ACK,browsing
3726,27.628551,Local,Google,TCP,54,ACK,browsing
3728,27.636977,Local,Google,TCP,54,ACK,browsing
3730,27.680598,Local,Google,TCP,54,ACK,browsing
3732,27.686606,Local,Google,TCP,54,ACK,browsing
3734,27.689424,Local,Google,TCP,54,ACK,browsing
3736,27.697599,Local,Google,TCP,54,ACK,browsing
3738,27.709327,Local,Google,TCP,54,ACK,browsing
3740,27.720524,Local,Google,TCP,54,ACK,browsing
3742,27.803231,Local,Google,TCP,54,ACK,browsing
3744,27.812505,Local,Google,TCP,54,ACK,browsing
3746,27.814103,Local,Google,TCP,54,ACK,browsing
3748,27.820234,Local,Google,TCP,54,ACK,browsing
3750,27.822641,Local,Google,TCP,54,ACK,browsing
